record_no,syszone,use_type,inst_date,material,joint,joint_type,cathodic,diameter,length_ft
7021,552200,dist,11/1/1934,AC,,,,8,140.333389
7022,552200,dist,2/1/1940,CI,Caulked,rigid,,1,69.71405294
7023,550202,dist,10/1/1969,CI,Caulked,rigid,,8,125.7251207
7024,550202,dist,6/1/1934,CI,Caulked,rigid,Y,8,332.546892
7026,550202,dist,10/1/1915,CI,Caulked,rigid,,9,329.3845046
7027,550101,dist,4/1/1967,STL,,,,21,498.2890606
7028,555300,trunk,4/1/1940,CONC,,,,55,462.4241684
7029,550202,dist,10/1/1951,STL,,,,21,880.7598023
7030,552200,dist,4/1/1939,CI,Caulked,rigid,Y,18,234.9241146
7031,550201,dist,3/1/1993,DI,,,,7,883.8598735
7032,550201,dist,4/1/1950,DI,Rubber Gasket,flexible,,23,119.864396
7033,550201,dist,12/1/1937,AC,B&S,rigid,,9,496.6478148
7034,550202,dist,3/1/1956,DI,,,,6,294.7744988
7035,550101,dist,6/1/1996,DI,,,,15,740.8139608
7036,550201,dist,11/1/1963,CI,,,,8,336.1655091
7037,552002,dist,11/1/1966,DI,EQ joint,robust,,3,185.3549416
7038,552002,dist,10/1/1934,CI,,,Y,4,465.0073421
7039,552002,dist,5/1/1949,CI,,,Y,11,448.3067347
7040,552002,dist,8/1/1956,DI,,,,2,58.63428877
7041,552002,dist,3/1/1999,CI,,,,9,133.8428116
7043,552002,dist,5/1/1967,DI,EQ joint,robust,,22,236.3084003
7044,552002,dist,8/1/1954,CI,Caulked,rigid,Y,9,346.1663189
7045,552001,dist,6/1/1992,DI,EQ joint,robust,,24,309.2210665
7046,552002,dist,4/1/1977,CI,Caulked,rigid,,3,391.6954327
7047,552002,dist,2/1/1964,CI,Rubber Gasket,flexible,Y,14,757.1895778
7048,552002,dist,1/1/1948,DI,EQ joint,robust,,1,124.1209372
7049,552002,dist,7/1/1987,CI,,,,3,3378.792265
7050,552200,dist,2/1/1935,AC,,,,3,157.3994304
7051,552200,dist,3/1/1937,DI,EQ joint,robust,,12,126.7001277
7052,552700,dist,1890-10-1,STL,Arc-welded,robust,,2,196.4670232
7053,552800,dist,12/1/1946,CI,Caulked,rigid,,10,699.5267731
7054,552800,dist,1/1/1928,CI,Caulked,rigid,Y,1,679.4049288
7055,552700,dist,11/1/1958,CI,Caulked,rigid,,12,215.8485825
7056,552700,dist,3/1/1964,CI,Caulked,rigid,Y,20,381.145497
7057,552800,dist,4/1/2017,CI,Caulked,rigid,,9,694.7499014
7058,552700,dist,11/1/1955,CI,Caulked,rigid,,8,800.5925022
7059,552800,dist,10/1/1941,CI,Caulked,rigid,,8,815.6432968
7061,552700,dist,3/1/1903,CI,,,,3,388.897027
7062,552700,dist,12/1/1946,STL,Gas welded,brittle,,9,80.17862434
7063,552700,dist,9/1/1989,CI,Caulked,rigid,,3,805.0249245
7064,552800,dist,1/1/1957,STL,Gas welded,brittle,Y,19,829.7658427
7065,552700,dist,11/1/1934,CI,Caulked,rigid,Y,16,802.4690497
7066,552800,dist,10/1/1912,CI,Caulked,rigid,Y,12,3740.924888
7067,552800,dist,9/1/1970,DI,EQ joint,robust,,2,136.1009024
7068,552700,dist,7/1/1994,STL,Arc-welded,robust,,10,108.0937878
7069,552700,dist,7/1/1977,CI,Caulked,rigid,,15,799.1536339
7070,552800,dist,7/1/1977,CI,Caulked,rigid,,11,184.6930631
7071,552700,dist,8/1/1954,CI,Caulked,rigid,,19,231.8847227
7072,552800,dist,2/1/1961,DI,,,,5,124.1122624
7073,552700,dist,9/1/1946,AC,,,,9,171.5031839
7074,552200,dist,5/1/1973,CI,Caulked,rigid,,9,380.4384616
7075,552200,dist,10/1/1904,CI,Caulked,rigid,,10,1736.458338
7076,554700,dist,3/1/1961,CI,Caulked,rigid,Y,3,369.9072286
7077,554700,dist,11/1/1951,CI,Caulked,rigid,Y,10,302.9248561
7078,554600,dist,12/1/1981,CI,Caulked,rigid,,9,223.407724
7079,554600,dist,1893-3-1,DI,EQ joint,robust,,4,253.2252274
7080,554700,dist,2/1/1984,CI,Caulked,rigid,,6,483.1687305
7081,554700,dist,7/1/1932,DI,EQ joint,robust,,5,403.8415743
7082,554700,dist,9/1/1946,DI,,,,4,239.1514745
7083,554700,dist,4/1/1996,STL,,,,2,403.933052
7084,554700,dist,7/1/1977,AC,B&S,rigid,,3,793.7037953
7085,554801,dist,9/1/1950,AC,B&S,rigid,,10,353.6183657
7086,554600,dist,11/1/1948,CI,,,Y,8,410.0914122
7087,554600,dist,6/1/1973,CI,Caulked,rigid,,1,227.0769704
7088,554600,dist,9/1/1950,CI,Caulked,rigid,,13,94.74620771
7089,554700,dist,1/1/1912,CI,Caulked,rigid,,12,405.2024297
7090,554801,dist,3/1/1918,AC,,,,5,396.2598511
7091,554600,dist,5/1/1958,STL,Gas welded,brittle,Y,6,669.1050758
7092,554600,dist,7/1/1999,CI,,,,2,52.65748418
7093,554600,dist,4/1/1952,CI,Caulked,rigid,,10,251.6624893
7094,554600,dist,2/1/1942,CI,Caulked,rigid,,5,573.7110069
7095,554600,dist,10/1/1947,CI,,,,2,324.6148949
7096,554600,dist,10/1/1969,STL,,,Y,24,879.6597403
7097,554600,dist,11/1/1987,CI,Caulked,rigid,,20,181.9246508
7098,554600,dist,3/1/1964,CI,Caulked,rigid,Y,3,636.2527444
7099,554600,dist,7/1/1923,CI,Caulked,rigid,Y,11,317.9982368
7100,554600,dist,12/1/1928,CI,Caulked,rigid,Y,6,313.6656581
7101,554700,dist,6/1/1973,DI,,,,4,304.1906327
7102,554700,dist,7/1/1933,DI,Rubber Gasket,flexible,,9,302.3411003
7103,554700,dist,1/1/1921,CI,Caulked,rigid,Y,23,370.086811
7104,554700,dist,7/1/1950,CI,Caulked,rigid,Y,12,895.1081022
7105,554700,dist,4/1/1961,STL,Arc-welded,robust,Y,6,251.5867907
7106,554700,dist,12/1/1949,DI,,,,11,403.5110434
7107,554700,dist,7/1/1964,CI,Caulked,rigid,Y,9,403.6515266
7108,554700,dist,5/1/1989,DI,,,,8,483.0129792
7109,554700,dist,12/1/1979,CI,Caulked,rigid,,8,483.5435861
7110,554700,dist,3/1/1966,AC,B&S,rigid,,4,406.3008793
7112,554514,dist,11/1/1957,CI,Caulked,rigid,Y,15,85.05188881
7113,554514,dist,3/1/1960,CI,Caulked,rigid,,8,73.08992571
7114,554514,dist,12/1/1977,CI,Caulked,rigid,,9,329.4562469
7115,554514,dist,7/1/1959,STL,Arc-welded,robust,Y,20,615.4996389
7116,554515,dist,3/1/1975,DI,EQ joint,robust,,7,3924.491175
7117,554514,dist,6/1/1960,CI,Caulked,rigid,Y,7,544.631644
7118,554514,dist,4/1/1975,CI,Caulked,rigid,,8,133.0680432
7119,554514,dist,7/1/1971,CI,Caulked,rigid,Y,1,144.0784736
7120,554514,dist,10/1/1982,STL,,,,16,158.3432271
7121,554514,dist,5/1/1957,AC,B&S,rigid,,6,307.1593267
7122,554512,dist,3/1/1924,DI,,,,4,108.5289763
7123,555107,dist,3/1/1933,CI,,,Y,10,2421.162657
7124,554514,dist,9/1/1943,CI,Caulked,rigid,,6,219.190711
7125,554514,dist,3/1/1945,CI,Caulked,rigid,Y,7,71.46302689
7126,554514,dist,3/1/1922,CI,Caulked,rigid,,7,167.1144994
7127,554514,dist,6/1/1942,CI,Caulked,rigid,Y,10,160.4087616
7128,554514,dist,8/1/1974,STL,,,,18,107.2925058
7129,554514,dist,12/1/1936,CI,Caulked,rigid,Y,7,215.5156133
7130,554514,dist,11/1/1944,CI,Caulked,rigid,,6,44.52626768
7131,554514,dist,6/1/1949,AC,B&S,rigid,,12,232.0360231
7132,554512,dist,6/1/1946,CI,,,,1,158.8211786
7133,554512,dist,5/1/1960,AC,,,,2,405.8051944
7134,554512,dist,5/1/1971,CI,Caulked,rigid,,23,76.99502356
7135,554512,dist,3/1/1956,CI,Rubber Gasket,flexible,,18,61.61624577
7136,554512,dist,10/1/1947,CI,Caulked,rigid,Y,19,131.8886597
7137,554512,dist,5/1/1949,STL,Arc-welded,robust,,14,598.2405792
7138,554512,dist,3/1/1985,CI,,,,4,293.6809127
7139,554512,dist,11/1/1927,STL,,,Y,6,289.3862294
7140,554512,dist,8/1/1964,DI,Rubber Gasket,flexible,,13,509.5165597
7141,554512,dist,5/1/1975,AC,B&S,rigid,,1,293.8787176
7142,554512,dist,10/1/1968,DI,Rubber Gasket,flexible,,17,188.8405881
7143,554517,dist,12/1/1961,CI,Caulked,rigid,Y,10,314.6503897
7144,554519,dist,7/1/1978,CI,Caulked,rigid,,21,245.3333705
7145,554517,dist,9/1/1965,CI,,,,4,288.4194402
7146,554514,dist,8/1/1978,STL,Arc-welded,robust,,18,328.3388149
7147,554802,dist,3/1/1953,CI,Caulked,rigid,,3,344.6442011
7148,554514,dist,8/1/1968,AC,,,,1,132.4737856
7149,554514,dist,6/1/1944,CI,Caulked,rigid,Y,3,270.3299835
7150,554514,dist,1/1/1986,CI,Caulked,rigid,,11,76.29902817
7151,554514,dist,8/1/1972,CI,Caulked,rigid,,13,360.1255626
7152,554514,dist,1/1/1974,CI,Caulked,rigid,,11,149.6186231
7153,554514,dist,12/1/1953,CI,Caulked,rigid,Y,10,239.3304877
7154,554514,dist,1/1/1917,CI,Caulked,rigid,Y,20,75.45185968
7155,554514,dist,10/1/1910,DI,,,,2,312.9518271
7156,554514,dist,7/1/1949,STL,,,Y,10,269.8899872
7157,554514,dist,5/1/1933,CI,Rubber Gasket,flexible,,4,251.6122709
7158,554514,dist,11/1/1962,AC,B&S,rigid,,8,262.1659599
7159,554517,dist,1/1/1910,STL,Gas welded,brittle,Y,23,299.8085468
7160,554802,dist,11/1/1912,CI,Caulked,rigid,Y,7,165.9819171
7161,554517,dist,10/1/1933,CI,Caulked,rigid,Y,3,83.65449764
7162,554514,dist,11/1/1982,CI,Rubber Gasket,flexible,,5,207.5348197
7163,554519,dist,10/1/1911,STL,Arc-welded,robust,,21,45.40633541
7164,554514,dist,4/1/1933,CI,Caulked,rigid,,11,269.7628162
7165,554514,dist,6/1/1937,CI,Rubber Gasket,flexible,,11,207.0478925
7166,554514,dist,10/1/1952,CI,Caulked,rigid,Y,1,487.6947047
7167,554514,dist,11/1/1950,CI,Caulked,rigid,,6,124.5909384
7168,554514,dist,6/1/1921,STL,Gas welded,brittle,Y,5,255.3435192
7169,554519,trunk,10/1/1918,STL,Gas welded,brittle,,66,1622.038848
7170,554514,dist,9/1/1974,CI,Caulked,rigid,,14,308.7674018
7171,554514,dist,10/1/1969,CI,Caulked,rigid,Y,1,245.3460765
7172,554514,dist,8/1/1955,STL,,,Y,11,303.2146907
7173,554802,dist,12/1/1929,CI,Caulked,rigid,Y,11,252.83681
7174,554512,dist,2/1/1971,DI,,,,12,857.1371451
7175,554514,dist,6/1/1959,CI,Caulked,rigid,,4,197.9241132
7176,554514,dist,7/1/1901,CI,Rubber Gasket,flexible,Y,9,271.9505147
7179,554802,dist,4/1/1926,CI,Caulked,rigid,,11,163.3860892
7180,554900,dist,4/1/1947,CI,Caulked,rigid,,2,885.3443673
7181,554802,dist,1899-11-1,CI,,,,5,299.0583093
7182,554802,dist,3/1/1972,CI,Caulked,rigid,,11,601.2441785
7183,554522,dist,2/1/1970,CI,Caulked,rigid,,1,932.7028812
7185,554522,dist,9/1/1918,CI,Caulked,rigid,,8,320.3215748
7186,554900,dist,10/1/1950,AC,B&S,rigid,,6,195.4309891
7187,554900,dist,8/1/1981,CI,Caulked,rigid,,2,1148.022918
7188,554900,dist,1/1/1932,CI,Caulked,rigid,,11,362.7455252
7189,554900,dist,10/1/1973,CI,Caulked,rigid,,5,154.220159
7190,554900,dist,9/1/1979,CI,Caulked,rigid,,3,184.2764397
7191,554802,dist,11/1/1962,CI,Caulked,rigid,Y,5,1626.022102
7192,554900,dist,6/1/1968,CI,,,,9,97.24936318
7193,554522,dist,7/1/1934,DI,,,,23,71.16875246
7194,554522,dist,3/1/1979,CI,Rubber Gasket,flexible,,11,78.06924966
7195,554522,dist,4/1/1970,CI,Caulked,rigid,Y,5,214.6968282
7196,554900,dist,8/1/1929,CI,Caulked,rigid,,4,1342.935762
7197,554802,dist,11/1/1976,CI,,,,2,341.0622274
7200,554521,dist,9/1/1938,CI,Caulked,rigid,,6,1160.755995
7201,554521,dist,10/1/1937,STL,,,Y,17,73.71863204
7202,554522,dist,6/1/1952,CI,Caulked,rigid,Y,8,222.0285096
7203,554522,dist,4/1/2003,CI,Caulked,rigid,,5,41.96273739
7204,554522,dist,7/1/1991,CI,Caulked,rigid,,8,80.78144455
7205,554900,dist,8/1/1931,DI,,,,13,216.2701934
7206,554900,dist,7/1/1911,CI,Caulked,rigid,,6,100.1804602
7207,554802,dist,6/1/1951,AC,B&S,rigid,,1,886.4863271
7208,554900,dist,3/1/1972,CI,Caulked,rigid,,11,109.917448
7209,554900,dist,4/1/1978,CI,Caulked,rigid,,4,183.851956
7210,554522,dist,7/1/1946,CI,Caulked,rigid,,1,56.34888641
7211,554522,dist,9/1/1923,CI,Rubber Gasket,flexible,,11,192.7923509
7212,554802,dist,2/1/1932,CI,Caulked,rigid,,4,82.17507271
7213,554802,dist,4/1/1923,CI,Caulked,rigid,,6,199.5496709
7214,554522,dist,2/1/1977,CI,Caulked,rigid,,9,330.5742552
7215,554900,dist,4/1/1941,AC,B&S,rigid,,18,86.72608233
7216,554802,dist,6/1/1963,AC,B&S,rigid,,7,298.4232647
7217,554900,dist,12/1/1994,CI,Caulked,rigid,,5,167.3133472
7218,554900,dist,12/1/1972,CI,Caulked,rigid,,11,89.08280503
7219,554522,dist,8/1/1954,CI,Rubber Gasket,flexible,Y,19,388.921904
7220,554802,dist,1/1/1946,CI,,,Y,6,505.9428058
7221,554900,dist,5/1/1963,DI,EQ joint,robust,,2,1717.98447
7222,554900,dist,10/1/1905,AC,B&S,rigid,,2,1037.593519
7223,554900,dist,2/1/1949,DI,,,,12,94.89500961
7224,555105,dist,12/1/1967,CI,Caulked,rigid,Y,8,779.6290688
7225,555107,dist,10/1/1977,CI,Caulked,rigid,,12,92.10937187
7226,555105,dist,12/1/1957,STL,,,,17,44.91892057
7227,555105,dist,3/1/1940,CI,Caulked,rigid,Y,3,257.949439
7228,555106,dist,7/1/1954,DI,,,,11,40.92010254
7229,555105,dist,11/1/1938,AC,B&S,rigid,,1,368.508301
7230,555001,dist,5/1/1981,CI,Caulked,rigid,,10,353.6874449
7231,555107,dist,10/1/1930,CI,Caulked,rigid,,2,171.3227897
7232,555001,dist,12/1/1944,CI,Caulked,rigid,,8,1188.297899
7233,555001,dist,1/1/1969,DI,,,,8,291.8061416
7234,555105,dist,7/1/1930,CI,Caulked,rigid,,8,2005.141794
7236,555105,dist,11/1/1984,STL,Gas welded,brittle,,13,1120.498329
7237,578000,dist,4/1/1912,CI,Rubber Gasket,flexible,,11,1450.775994
7238,572202,trunk,11/1/1939,CONC,,,,42,184.319528
7241,577700,dist,7/1/1977,CI,Caulked,rigid,,1,110.7731701
7242,577700,dist,2/1/1980,DI,EQ joint,robust,,15,1614.475747
7243,577700,dist,1/1/1980,STL,Gas welded,brittle,,21,173.3228675
7244,577700,dist,12/1/1929,CI,,,Y,18,134.8260166
7245,577700,dist,6/1/1939,CI,Caulked,rigid,,6,750.0268678
7246,577700,dist,10/1/1945,CI,Caulked,rigid,Y,11,302.0842146
7247,544002,dist,6/1/1973,CI,Caulked,rigid,,1,413.4409453
7248,543305,trunk,8/1/1965,STL,Gas welded,brittle,Y,63,516.496159
7249,543305,trunk,7/1/1977,STL,Arc-welded,robust,,66,1253.084687
7250,544001,dist,1/1/1950,CI,Caulked,rigid,,22,1188.512655
7251,980025,trunk,2/1/1956,STL,,,Y,53,3125.021616
7252,544001,dist,10/1/1975,CI,,,,24,812.1783125
7254,543305,trunk,7/1/1941,STL,Gas welded,brittle,,33,149.9117305
7255,543305,dist,10/1/1979,CI,,,,5,216.6951051
7256,980025,trunk,4/1/1948,STL,Arc-welded,robust,,26,3117.179376
7257,543305,dist,9/1/1981,CI,Caulked,rigid,,9,157.7704015
7258,570402,trunk,3/1/1954,STL,Arc-welded,robust,,51,197.1140677
7259,570402,dist,12/1/1944,DI,EQ joint,robust,,3,79.38689543
7260,574300,dist,4/1/1955,CI,Caulked,rigid,Y,9,114.5733016
7261,572201,trunk,4/1/1943,STL,Gas welded,brittle,Y,59,145.732535
7262,540300,dist,4/1/1967,DI,,,,2,157.9542109
7263,540300,dist,4/1/1931,CI,Rubber Gasket,flexible,,10,267.009984
7264,540300,dist,1/1/1926,DI,EQ joint,robust,,15,286.2053506
7265,540202,dist,2/1/1994,DI,,,,21,850.4546585
7266,540300,dist,11/1/1936,DI,EQ joint,robust,,6,833.0998455
7267,540300,dist,10/1/1976,CI,,,,5,264.7429138
7268,540300,dist,7/1/1975,CI,Rubber Gasket,flexible,,4,320.5354958
7269,540300,dist,3/1/2005,CI,Caulked,rigid,,19,437.1255329
7270,540300,dist,3/1/2003,DI,,,,3,905.3662579
7271,540501,dist,11/1/1965,CI,Caulked,rigid,Y,21,260.9368802
7272,540501,dist,5/1/1982,DI,EQ joint,robust,,8,338.0740827
7273,540300,dist,6/1/1983,CI,Caulked,rigid,,6,606.6127621
7274,540501,dist,9/1/1992,STL,,,,20,66.39841952
7275,540501,dist,6/1/1916,CI,Caulked,rigid,,3,298.7786791
7276,555202,dist,10/1/1936,STL,Arc-welded,robust,,6,37.89519205
7277,574000,dist,6/1/1945,STL,Arc-welded,robust,,9,809.0538309
7278,573800,dist,12/1/1972,CI,,,,2,808.5500366
7279,574000,dist,5/1/1959,CI,Rubber Gasket,flexible,Y,9,701.5046225
7280,572001,trunk,2/1/1929,STL,,,,35,717.6078779
7281,571504,trunk,7/1/1964,DI,,,,27,3196.56609
7283,980018,trunk,10/1/1953,STL,,,,37,145.5834646
7285,980018,trunk,8/1/2009,STL,,,,43,420.8325044
7286,980018,trunk,3/1/1935,CONC,,,,55,113.7910204
7289,980018,trunk,6/1/1927,STL,Arc-welded,robust,Y,53,116.9238774
7290,980018,trunk,11/1/1975,STL,Arc-welded,robust,,27,116.6580603
7291,980018,trunk,5/1/1941,STL,,,Y,60,123.2596094
7292,573403,trunk,7/1/1940,STL,Gas welded,brittle,,58,412.2352355
7293,574202,trunk,10/1/1944,STL,Gas welded,brittle,,34,1347.06387
7294,574201,dist,8/1/1935,CI,,,Y,13,29.76669033
7295,574201,trunk,9/1/1946,STL,Gas welded,brittle,Y,41,1318.280962
7296,980018,trunk,3/1/1961,STL,,,Y,35,127.2789941
7297,574400,trunk,8/1/1948,STL,,,,30,885.4561609
7298,574202,trunk,7/1/1984,CONC,,,,69,1340.108545
7300,980018,trunk,1/1/1931,STL,,,,38,118.8146968
7301,574201,dist,6/1/1962,CONC,,,,18,535.6480563
7302,574202,trunk,2/1/1959,STL,Arc-welded,robust,,60,418.641254
7303,574500,dist,1/1/1981,DI,,,,10,35.752531
7304,574400,trunk,5/1/1957,STL,,,,61,58.87590049
7306,574400,trunk,12/1/1945,CONC,,,,55,54.96172536
7307,574400,trunk,5/1/1955,STL,Arc-welded,robust,Y,42,869.7629548
7308,574300,trunk,1/1/1981,STL,Gas welded,brittle,,43,2628.368047
7309,574000,dist,1/1/1965,CI,Caulked,rigid,,12,163.4721313
7310,574000,dist,6/1/1935,CI,,,,4,231.0219343
7311,574400,dist,12/1/1912,CI,Caulked,rigid,Y,8,235.1318726
7312,540203,dist,11/1/1946,DI,,,,7,285.0095602
7313,536104,trunk,11/1/2004,STL,Gas welded,brittle,,64,1745.951093
7314,535804,dist,11/1/1909,CI,Caulked,rigid,Y,4,5129.230106
7315,540202,dist,1892-5-1,CI,Caulked,rigid,,5,2011.195382
7316,540101,dist,12/1/1941,CI,,,Y,7,675.4646421
7317,540101,dist,3/1/1968,DI,EQ joint,robust,,9,899.4883708
7318,540102,dist,12/1/1921,CI,Caulked,rigid,,3,2680.689448
7319,540101,dist,6/1/1965,CI,Rubber Gasket,flexible,Y,2,373.9187786
7320,535607,dist,12/1/1900,CI,Caulked,rigid,Y,5,1547.147115
7321,540300,dist,7/1/1953,CI,Caulked,rigid,Y,8,1381.73018
7322,540203,dist,6/1/1990,STL,Arc-welded,robust,,18,157.7766141
7323,540202,trunk,3/1/1956,STL,Gas welded,brittle,,25,3955.196444
7324,535802,dist,9/1/1923,CI,,,Y,5,1642.289406
7325,551300,dist,10/1/1938,CI,Caulked,rigid,,1,4588.315678
7326,551402,dist,12/1/1919,CI,Rubber Gasket,flexible,,6,4649.262961
7327,536102,dist,8/1/1977,CI,Caulked,rigid,,8,426.6766681
7328,536102,dist,11/1/1944,AC,,,,11,1370.942934
7329,536102,dist,9/1/1919,CI,Caulked,rigid,,7,90.69481826
7330,535902,dist,5/1/1999,CI,Caulked,rigid,,3,2360.627406
7331,535902,dist,4/1/1987,STL,Arc-welded,robust,,8,2011.301477
7332,535901,dist,4/1/1937,CI,,,,5,1128.082655
7333,535901,dist,9/1/1928,CI,Caulked,rigid,,9,1111.306086
7334,535901,dist,5/1/1968,STL,Arc-welded,robust,,12,1986.427384
7335,535901,dist,4/1/1942,DI,EQ joint,robust,,12,1106.816595
7336,535901,dist,8/1/1956,CI,Caulked,rigid,Y,11,1108.783966
7337,535902,dist,6/1/1936,AC,B&S,rigid,,12,3168.481434
7338,540201,dist,9/1/1999,CI,Rubber Gasket,flexible,,3,626.1242067
7339,541500,dist,11/1/1974,CI,Caulked,rigid,,4,1797.197637
7341,540300,dist,8/1/1921,CI,Rubber Gasket,flexible,Y,22,315.0853577
7342,540202,dist,8/1/1919,CI,Caulked,rigid,Y,20,437.9181399
7343,535902,dist,8/1/1961,CI,Caulked,rigid,Y,10,1072.169368
7344,540202,dist,5/1/1908,CI,Caulked,rigid,Y,5,391.4525612
7345,540202,dist,5/1/1944,STL,,,,9,371.6289332
7346,540300,dist,7/1/1979,DI,EQ joint,robust,,3,435.5412083
7347,535802,dist,5/1/1943,DI,,,,9,965.3789227
7348,540300,dist,10/1/1951,CI,,,Y,1,210.2990759
7349,543000,trunk,5/1/1956,STL,Gas welded,brittle,,25,1787.67113
7350,543000,trunk,9/1/1914,STL,Arc-welded,robust,Y,40,843.936155
7351,541003,dist,6/1/1914,DI,EQ joint,robust,,6,1036.824721
7352,541003,dist,7/1/1978,CI,Caulked,rigid,,5,622.1250901
7353,543321,trunk,10/1/2001,STL,Arc-welded,robust,,49,2336.636942
7354,541003,dist,2/1/1971,CI,Caulked,rigid,Y,3,625.9120334
7355,543100,dist,11/1/1978,DI,,,,17,2191.614983
7356,541003,dist,3/1/1963,CI,,,,15,377.684051
7357,544002,dist,11/1/1936,CI,Caulked,rigid,,2,981.2489319
7358,542402,dist,5/1/2000,DI,Rubber Gasket,flexible,,9,795.3103974
7359,542502,dist,7/1/1922,AC,B&S,rigid,,15,191.6201218
7360,543305,dist,3/1/1960,CI,Caulked,rigid,Y,6,1096.028234
7361,543203,dist,7/1/1933,AC,,,,4,2247.721357
7362,542402,dist,4/1/1935,DI,,,,8,11.35806622
7363,543305,dist,12/1/1940,AC,B&S,rigid,,6,1582.525322
7364,570403,dist,5/1/1945,CI,Caulked,rigid,Y,3,717.9982813
7365,543305,dist,7/1/1975,CI,,,,12,877.6669954
7366,544002,dist,12/1/1965,CI,Caulked,rigid,,11,396.0738514
7367,543305,dist,2/1/1900,CI,Caulked,rigid,Y,6,1274.566993
7368,542402,dist,10/1/1943,DI,Rubber Gasket,flexible,,2,162.0847965
7369,544001,dist,4/1/1946,AC,B&S,rigid,,1,2764.54592
7370,543203,dist,10/1/2012,DI,,,,1,9.919093377
7371,544002,dist,11/1/1949,DI,,,,4,573.6027142
7372,543203,dist,10/1/1919,CI,Caulked,rigid,,9,2221.767257
7373,543305,dist,12/1/1924,DI,EQ joint,robust,,2,1436.757198
7374,543203,dist,2/1/1919,DI,EQ joint,robust,,15,494.825565
7375,543203,trunk,3/1/1944,STL,,,,27,234.1551758
7376,543321,dist,9/1/1994,CI,Caulked,rigid,,8,249.4951745
7377,543321,trunk,11/1/1933,STL,Arc-welded,robust,Y,48,294.2364974
7378,543203,dist,5/1/1913,STL,Gas welded,brittle,,2,237.5456948
7379,543203,trunk,7/1/1974,STL,Gas welded,brittle,,37,269.4007524
7380,543203,dist,9/1/1957,CI,Caulked,rigid,Y,7,269.2505227
7381,543203,dist,12/1/1992,CI,Caulked,rigid,,1,55.98718423
7382,570404,dist,9/1/1997,DI,,,,24,589.5673006
7383,570404,dist,6/1/1956,DI,EQ joint,robust,,10,524.8170174
7384,570404,dist,1/1/1949,CI,,,Y,14,826.9600716
7385,570404,dist,9/1/1961,CI,,,,9,191.4479071
7386,570404,dist,12/1/1971,CI,Caulked,rigid,Y,6,396.1258028
7387,542106,dist,1/1/1963,CI,Caulked,rigid,Y,4,409.3793218
7389,542200,trunk,7/1/1963,STL,,,Y,54,316.2624561
7390,541700,dist,8/1/1952,DI,EQ joint,robust,,5,260.997698
7391,542000,dist,12/1/1964,CI,Caulked,rigid,,3,1863.910179
7392,540502,dist,11/1/1926,CI,Caulked,rigid,,4,57.87387018
7393,554517,dist,7/1/1931,CI,Caulked,rigid,,12,60.37629637
7394,554517,dist,12/1/1964,CI,Caulked,rigid,Y,13,158.2558706
7395,554519,dist,9/1/1969,CI,Caulked,rigid,Y,12,55.94570775
7396,554519,dist,7/1/1934,CI,,,Y,8,176.6326381
7397,554519,dist,6/1/1956,CI,Caulked,rigid,Y,8,65.67471424
7398,980018,trunk,9/1/1966,STL,,,,31,143.8178571
7399,980018,dist,2/1/1984,DI,,,,3,763.0697351
7400,573403,dist,2/1/1940,CI,,,,7,162.9103915
7401,554521,dist,4/1/1931,CI,Caulked,rigid,Y,4,115.7174633
7402,110015,trunk,6/1/1980,STL,,,,69,7544.442533
7403,110006,trunk,1895-4-1,STL,Gas welded,brittle,,62,829.3363837
7404,110006,trunk,8/1/1923,STL,Gas welded,brittle,,34,832.1202118
7405,573902,dist,10/1/1930,CI,,,,21,213.24706
7407,573800,dist,11/1/1956,DI,EQ joint,robust,,8,701.5032632
7408,980006,dist,3/1/1930,DI,EQ joint,robust,,19,875.5423909
7409,980006,dist,3/1/1904,CI,Caulked,rigid,,4,877.8857263
7410,573902,dist,12/1/1971,CI,Caulked,rigid,Y,10,57.09659771
7411,555202,dist,1890-7-1,CI,Rubber Gasket,flexible,,2,57.86509518
7412,980006,dist,2/1/1976,CI,Caulked,rigid,,19,44.99276282
7413,555202,dist,11/1/1938,AC,,,,4,107.4510019
7414,573902,dist,3/1/1938,CI,Caulked,rigid,Y,17,39.25499118
7415,980006,dist,9/1/1975,AC,,,,7,46.16966457
7416,573902,dist,4/1/1956,CI,Caulked,rigid,,8,512.3965977
7417,540501,dist,8/1/1990,CI,,,,13,272.3531326
7418,540501,dist,8/1/1907,CI,Caulked,rigid,,19,266.9857991
7419,540501,dist,8/1/1937,CONC,,,,16,71.20206637
7420,553202,trunk,5/1/1940,STL,Arc-welded,robust,Y,26,90.77059613
7421,551900,trunk,3/1/1960,STL,Gas welded,brittle,,37,8.52965943
7422,575300,dist,3/1/1956,CI,Caulked,rigid,,20,1146.060235
7423,573402,dist,7/1/2002,CI,Caulked,rigid,,3,1397.867057
7424,574902,dist,1/1/1922,STL,Arc-welded,robust,Y,12,196.8520942
7425,575103,dist,3/1/1941,AC,B&S,rigid,,8,252.6318191
7426,578100,dist,12/1/1960,CI,Caulked,rigid,,20,1029.560275
7427,570204,dist,4/1/1987,CI,Caulked,rigid,,5,753.6272874
7428,570203,dist,5/1/1979,CI,Caulked,rigid,,12,553.6204048
7429,573003,dist,6/1/1927,AC,,,,8,814.40877
7430,980002,trunk,8/1/1977,STL,,,,71,72.96057945
